nct_id,downcase_mesh_term,mesh_type
NCT00150878,"leukemia, myeloid, acute",mesh-list
NCT00150878,neoplasms by histologic type,mesh-ancestor
NCT00150878,neoplasms,mesh-ancestor
NCT00391534,epilepsy,mesh-list
NCT00391534,"epilepsies, partial",mesh-list
NCT00391534,brain diseases,mesh-ancestor
NCT00391534,central nervous system diseases,mesh-ancestor
NCT00391534,nervous system diseases,mesh-ancestor
NCT00118573,"aortic aneurysm, abdominal",mesh-list
NCT00118573,vascular diseases,mesh-ancestor
NCT00118573,cardiovascular diseases,mesh-ancestor
NCT00118573,aortic diseases,mesh-ancestor
NCT00056056,mycoses,mesh-list
NCT00089804,nephritis,mesh-list
NCT00089804,lupus nephritis,mesh-list
NCT01611207,wounds and injuries,mesh-list
NCT01617980,lung neoplasms,mesh-list
NCT01617980,"carcinoma, non-small-cell lung",mesh-list
NCT01617980,respiratory tract neoplasms,mesh-ancestor
NCT01617980,thoracic neoplasms,mesh-ancestor
NCT01617980,neoplasms by site,mesh-ancestor
NCT01617980,neoplasms,mesh-ancestor
NCT01617980,lung diseases,mesh-ancestor
NCT01617980,respiratory tract diseases,mesh-ancestor
NCT01617980,"carcinoma, bronchogenic",mesh-ancestor
NCT01617980,bronchial neoplasms,mesh-ancestor
NCT01638585,diabetic foot,mesh-list
NCT01638585,ischemia,mesh-list
NCT01638585,pathologic processes,mesh-ancestor
NCT01638585,diabetic angiopathies,mesh-ancestor
NCT01638585,vascular diseases,mesh-ancestor
NCT01638585,cardiovascular diseases,mesh-ancestor
NCT01638585,foot ulcer,mesh-ancestor
NCT01638585,leg ulcer,mesh-ancestor
NCT01638585,skin ulcer,mesh-ancestor
NCT01638585,skin diseases,mesh-ancestor
NCT01638585,diabetes complications,mesh-ancestor
NCT01638585,diabetes mellitus,mesh-ancestor
NCT01638585,endocrine system diseases,mesh-ancestor
NCT01638585,diabetic neuropathies,mesh-ancestor
NCT01647880,multiple sclerosis,mesh-list
NCT01647880,neuritis,mesh-list
NCT01647880,optic neuritis,mesh-list
NCT01647880,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT01647880,autoimmune diseases of the nervous system,mesh-ancestor
NCT01647880,nervous system diseases,mesh-ancestor
NCT01647880,demyelinating diseases,mesh-ancestor
NCT01647880,autoimmune diseases,mesh-ancestor
NCT01647880,immune system diseases,mesh-ancestor
NCT01647880,peripheral nervous system diseases,mesh-ancestor
NCT01647880,neuromuscular diseases,mesh-ancestor
NCT01647880,optic nerve diseases,mesh-ancestor
NCT01647880,cranial nerve diseases,mesh-ancestor
NCT01647880,eye diseases,mesh-ancestor
NCT00496067,leiomyoma,mesh-list
NCT00496067,myofibroma,mesh-list
NCT00496067,menorrhagia,mesh-list
NCT00496067,hemorrhage,mesh-ancestor
NCT00496067,pathologic processes,mesh-ancestor
NCT00496067,"neoplasms, muscle tissue",mesh-ancestor
NCT00496067,connective tissue diseases,mesh-ancestor
NCT00496067,uterine hemorrhage,mesh-ancestor
NCT00496067,uterine diseases,mesh-ancestor
NCT00496067,menstruation disturbances,mesh-ancestor
NCT00510705,coronary artery disease,mesh-list
NCT00510705,myocardial ischemia,mesh-list
NCT00510705,coronary disease,mesh-list
NCT00510705,glucose intolerance,mesh-list
NCT00510705,heart diseases,mesh-ancestor
NCT00510705,cardiovascular diseases,mesh-ancestor
NCT00510705,arteriosclerosis,mesh-ancestor
NCT00510705,arterial occlusive diseases,mesh-ancestor
NCT00510705,vascular diseases,mesh-ancestor
NCT00510705,hyperglycemia,mesh-ancestor
NCT00510705,glucose metabolism disorders,mesh-ancestor
NCT00510705,metabolic diseases,mesh-ancestor
NCT01030666,periodontitis,mesh-list
NCT01030666,periodontal diseases,mesh-ancestor
NCT01030666,mouth diseases,mesh-ancestor
NCT02739685,arterial occlusive diseases,mesh-ancestor
NCT02739685,vascular diseases,mesh-ancestor
NCT01245985,carcinoma,mesh-list
NCT01245985,"carcinoma, squamous cell",mesh-list
NCT01245985,squamous cell carcinoma of head and neck,mesh-list
NCT01245985,laryngeal neoplasms,mesh-list
NCT01245985,neoplasms,mesh-ancestor
NCT00571753,tuberculosis,mesh-list
NCT00571753,"tuberculosis, pulmonary",mesh-list
NCT00571753,mycobacterium infections,mesh-ancestor
NCT00571753,actinomycetales infections,mesh-ancestor
NCT00571753,gram-positive bacterial infections,mesh-ancestor
NCT00571753,bacterial infections,mesh-ancestor
NCT00571753,bacterial infections and mycoses,mesh-ancestor
NCT00571753,infections,mesh-ancestor
NCT00571753,respiratory tract infections,mesh-ancestor
NCT00571753,lung diseases,mesh-ancestor
NCT00571753,respiratory tract diseases,mesh-ancestor
NCT00278265,leukemia,mesh-list
NCT00278265,"leukemia, lymphoid",mesh-list
NCT00278265,"leukemia, large granular lymphocytic",mesh-list
NCT00278265,neoplasms by histologic type,mesh-ancestor
NCT00278265,neoplasms,mesh-ancestor
NCT00278265,lymphoproliferative disorders,mesh-ancestor
NCT00278265,lymphatic diseases,mesh-ancestor
NCT00278265,immunoproliferative disorders,mesh-ancestor
NCT00278265,immune system diseases,mesh-ancestor
NCT00278265,"leukemia, t-cell",mesh-ancestor
NCT01277575,communication disorders,mesh-ancestor
NCT01058369,myelodysplastic syndromes,mesh-list
NCT01058369,bone marrow diseases,mesh-ancestor
NCT01058369,hematologic diseases,mesh-ancestor
NCT02340299,respiration disorders,mesh-ancestor
NCT00502554,bronchiolitis,mesh-list
NCT00502554,bronchiolitis obliterans,mesh-list
NCT00502554,bronchitis,mesh-ancestor
NCT00502554,respiratory tract infections,mesh-ancestor
NCT00502554,infections,mesh-ancestor
NCT00502554,bronchial diseases,mesh-ancestor
NCT00502554,respiratory tract diseases,mesh-ancestor
NCT00502554,"lung diseases, obstructive",mesh-ancestor
NCT00502554,lung diseases,mesh-ancestor
NCT01246752,leukemia,mesh-list
NCT01246752,"leukemia, myeloid",mesh-list
NCT01246752,"leukemia, myeloid, acute",mesh-list
NCT01246752,neoplasms by histologic type,mesh-ancestor
NCT01246752,neoplasms,mesh-ancestor
NCT01853384,ulcer,mesh-list
NCT02039167,renal insufficiency,mesh-ancestor
NCT00858793,"lymphoma, aids-related",mesh-list
NCT00858793,lymphoma,mesh-ancestor
NCT00858793,neoplasms by histologic type,mesh-ancestor
NCT00858793,neoplasms,mesh-ancestor
NCT00858793,lymphoproliferative disorders,mesh-ancestor
NCT00858793,lymphatic diseases,mesh-ancestor
NCT00858793,immunoproliferative disorders,mesh-ancestor
NCT00858793,immune system diseases,mesh-ancestor
NCT00858793,"lymphoma, b-cell",mesh-ancestor
NCT00858793,"lymphoma, non-hodgkin",mesh-ancestor
NCT01083472,hernia,mesh-list
NCT01083472,surgical wound dehiscence,mesh-list
NCT01083472,surgical wound,mesh-list
NCT01083472,"pathological conditions, anatomical",mesh-ancestor
NCT01083472,wounds and injuries,mesh-ancestor
NCT01083472,postoperative complications,mesh-ancestor
NCT01083472,pathologic processes,mesh-ancestor
NCT01357460,alpha 1-antitrypsin deficiency,mesh-list
NCT01357460,pulmonary emphysema,mesh-list
NCT01357460,emphysema,mesh-list
NCT01357460,pathologic processes,mesh-ancestor
NCT01357460,"pulmonary disease, chronic obstructive",mesh-ancestor
NCT01357460,"lung diseases, obstructive",mesh-ancestor
NCT01357460,lung diseases,mesh-ancestor
NCT01357460,respiratory tract diseases,mesh-ancestor
NCT01357460,liver diseases,mesh-ancestor
NCT01357460,digestive system diseases,mesh-ancestor
NCT01357460,"genetic diseases, inborn",mesh-ancestor
NCT01357460,subcutaneous emphysema,mesh-ancestor
NCT00331890,stroke,mesh-list
NCT00331890,cerebral infarction,mesh-list
NCT00331890,infarction,mesh-list
NCT00331890,cerebrovascular disorders,mesh-ancestor
NCT00331890,brain diseases,mesh-ancestor
NCT00331890,central nervous system diseases,mesh-ancestor
NCT00331890,nervous system diseases,mesh-ancestor
NCT00331890,vascular diseases,mesh-ancestor
NCT00331890,cardiovascular diseases,mesh-ancestor
NCT00331890,ischemia,mesh-ancestor
NCT00331890,pathologic processes,mesh-ancestor
NCT00331890,necrosis,mesh-ancestor
NCT00331890,brain infarction,mesh-ancestor
NCT00331890,brain ischemia,mesh-ancestor
NCT00331721,stroke,mesh-list
NCT00331721,ischemic stroke,mesh-list
NCT00331721,cerebrovascular disorders,mesh-ancestor
NCT00331721,brain diseases,mesh-ancestor
NCT00331721,central nervous system diseases,mesh-ancestor
NCT00331721,nervous system diseases,mesh-ancestor
NCT00331721,vascular diseases,mesh-ancestor
NCT00331721,cardiovascular diseases,mesh-ancestor
NCT02207309,sarcoma,mesh-list
NCT02071511,cardiomyopathies,mesh-list
NCT02071511,tachycardia,mesh-list
NCT02071511,"tachycardia, ventricular",mesh-list
NCT02071511,heart diseases,mesh-ancestor
NCT02071511,cardiovascular diseases,mesh-ancestor
NCT02071511,"arrhythmias, cardiac",mesh-ancestor
NCT02071511,cardiac conduction system disease,mesh-ancestor
NCT02071511,pathologic processes,mesh-ancestor
NCT00832507,pulmonary arterial hypertension,mesh-list
NCT00832507,familial primary pulmonary hypertension,mesh-list
NCT00832507,hypertension,mesh-list
NCT02312479,sleep apnea syndromes,mesh-list
NCT02312479,"sleep apnea, obstructive",mesh-list
NCT02312479,respiration disorders,mesh-ancestor
NCT02312479,respiratory tract diseases,mesh-ancestor
NCT02312479,"sleep disorders, intrinsic",mesh-ancestor
NCT02312479,dyssomnias,mesh-ancestor
NCT02312479,sleep wake disorders,mesh-ancestor
NCT02312479,nervous system diseases,mesh-ancestor
NCT00418574,ovarian neoplasms,mesh-list
NCT00418574,"carcinoma, ovarian epithelial",mesh-list
NCT00418574,endocrine gland neoplasms,mesh-ancestor
NCT00418574,neoplasms by site,mesh-ancestor
NCT00418574,neoplasms,mesh-ancestor
NCT00418574,ovarian diseases,mesh-ancestor
NCT00418574,adnexal diseases,mesh-ancestor
NCT00418574,"genital neoplasms, female",mesh-ancestor
NCT01571895,"pemphigoid, bullous",mesh-list
NCT01571895,"skin diseases, vesiculobullous",mesh-ancestor
NCT01571895,skin diseases,mesh-ancestor
NCT01571895,autoimmune diseases,mesh-ancestor
NCT01571895,immune system diseases,mesh-ancestor
NCT01336530,esophagitis,mesh-list
NCT01336530,esophageal diseases,mesh-ancestor
NCT01336530,gastrointestinal diseases,mesh-ancestor
NCT01336530,digestive system diseases,mesh-ancestor
NCT01336530,gastroenteritis,mesh-ancestor
NCT01601496,arterial occlusive diseases,mesh-list
NCT01601496,vascular diseases,mesh-ancestor
NCT01601496,cardiovascular diseases,mesh-ancestor
NCT01277575,aphasia,mesh-list
NCT01277575,speech disorders,mesh-ancestor
NCT01277575,language disorders,mesh-ancestor
NCT01277575,neurobehavioral manifestations,mesh-ancestor
NCT01277575,neurologic manifestations,mesh-ancestor
NCT01277575,nervous system diseases,mesh-ancestor
NCT02891863,heart diseases,mesh-ancestor
NCT02891863,tachycardia,mesh-list
NCT02891863,"tachycardia, ventricular",mesh-list
NCT02891863,"arrhythmias, cardiac",mesh-ancestor
NCT02891863,cardiovascular diseases,mesh-ancestor
NCT02891863,cardiac conduction system disease,mesh-ancestor
NCT02891863,pathologic processes,mesh-ancestor
NCT00765323,endocrine system diseases,mesh-ancestor
NCT00422201,"cardiac complexes, premature",mesh-list
NCT00422201,cushing syndrome,mesh-list
NCT00422201,syndrome,mesh-list
NCT00422201,disease,mesh-ancestor
NCT00422201,pathologic processes,mesh-ancestor
NCT00422201,"arrhythmias, cardiac",mesh-ancestor
NCT00422201,heart diseases,mesh-ancestor
NCT00422201,cardiovascular diseases,mesh-ancestor
NCT00422201,cardiac conduction system disease,mesh-ancestor
NCT00422201,adrenocortical hyperfunction,mesh-ancestor
NCT00422201,adrenal gland diseases,mesh-ancestor
NCT00422201,endocrine system diseases,mesh-ancestor
NCT01037907,multiple sclerosis,mesh-list
NCT01037907,"multiple sclerosis, relapsing-remitting",mesh-list
NCT01037907,sclerosis,mesh-list
NCT01037907,pathologic processes,mesh-ancestor
NCT01037907,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT01037907,autoimmune diseases of the nervous system,mesh-ancestor
NCT01037907,nervous system diseases,mesh-ancestor
NCT01037907,demyelinating diseases,mesh-ancestor
NCT01037907,autoimmune diseases,mesh-ancestor
NCT01887041,pancreatic neoplasms,mesh-list
NCT01402414,"skin diseases, genetic",mesh-ancestor
NCT01402414,"genetic diseases, inborn",mesh-ancestor
NCT01402414,"skin diseases, eczematous",mesh-ancestor
NCT01402414,"hypersensitivity, immediate",mesh-ancestor
NCT01402414,hypersensitivity,mesh-ancestor
NCT01402414,immune system diseases,mesh-ancestor
NCT01402739,hemorrhage,mesh-list
NCT01402739,pathologic processes,mesh-ancestor
NCT01405417,esophageal achalasia,mesh-list
NCT01405417,esophageal motility disorders,mesh-ancestor
NCT01405417,deglutition disorders,mesh-ancestor
NCT01405417,esophageal diseases,mesh-ancestor
NCT01405417,gastrointestinal diseases,mesh-ancestor
NCT01405417,digestive system diseases,mesh-ancestor
NCT00986440,colorectal neoplasms,mesh-list
NCT00986440,intestinal neoplasms,mesh-ancestor
NCT00986258,neuralgia,mesh-list
NCT00986258,back pain,mesh-list
NCT00986258,low back pain,mesh-list
NCT00986258,chronic pain,mesh-list
NCT00986258,nociceptive pain,mesh-list
NCT00986258,pain,mesh-ancestor
NCT00986258,neurologic manifestations,mesh-ancestor
NCT00986258,peripheral nervous system diseases,mesh-ancestor
NCT00986258,neuromuscular diseases,mesh-ancestor
NCT00986258,nervous system diseases,mesh-ancestor
NCT01141075,"metabolism, inborn errors",mesh-list
NCT01141075,"amino acid metabolism, inborn errors",mesh-list
NCT01141075,"genetic diseases, inborn",mesh-ancestor
NCT01141075,metabolic diseases,mesh-ancestor
NCT01808950,carcinoma,mesh-list
NCT01808950,"carcinoma, basal cell",mesh-list
NCT01808950,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01808950,neoplasms by histologic type,mesh-ancestor
NCT01808950,neoplasms,mesh-ancestor
NCT01808950,"neoplasms, basal cell",mesh-ancestor
NCT01447758,dermatitis,mesh-list
NCT01447758,hypersensitivity,mesh-ancestor
NCT01462721,cardiovascular diseases,mesh-list
NCT00418574,urogenital neoplasms,mesh-ancestor
NCT00418574,endocrine system diseases,mesh-ancestor
NCT00418574,gonadal disorders,mesh-ancestor
NCT00418574,carcinoma,mesh-ancestor
NCT00418574,"neoplasms, glandular and epithelial",mesh-ancestor
NCT00418574,neoplasms by histologic type,mesh-ancestor
NCT01622088,motor neuron disease,mesh-list
NCT01622088,amyotrophic lateral sclerosis,mesh-list
NCT01622088,sclerosis,mesh-list
NCT01622088,pathologic processes,mesh-ancestor
NCT01622088,neurodegenerative diseases,mesh-ancestor
NCT01622088,nervous system diseases,mesh-ancestor
NCT01622088,neuromuscular diseases,mesh-ancestor
NCT01622088,spinal cord diseases,mesh-ancestor
NCT01622088,central nervous system diseases,mesh-ancestor
NCT01622088,tdp-43 proteinopathies,mesh-ancestor
NCT01622088,proteostasis deficiencies,mesh-ancestor
NCT01622088,metabolic diseases,mesh-ancestor
NCT01532453,"keratosis, actinic",mesh-list
NCT01532453,keratosis,mesh-list
NCT01532453,neoplasms,mesh-ancestor
NCT01532453,skin diseases,mesh-ancestor
NCT01532453,precancerous conditions,mesh-ancestor
NCT01837082,heart failure,mesh-list
NCT01837082,"anemia, iron-deficiency",mesh-list
NCT01837082,heart diseases,mesh-ancestor
NCT01837082,cardiovascular diseases,mesh-ancestor
NCT01837082,anemia,mesh-ancestor
NCT01837082,hematologic diseases,mesh-ancestor
NCT01837082,"anemia, hypochromic",mesh-ancestor
NCT01837082,iron metabolism disorders,mesh-ancestor
NCT01837082,metabolic diseases,mesh-ancestor
NCT01528501,stomach neoplasms,mesh-list
NCT01528501,gastrointestinal neoplasms,mesh-ancestor
NCT01528501,digestive system neoplasms,mesh-ancestor
NCT01528501,neoplasms by site,mesh-ancestor
NCT01528501,neoplasms,mesh-ancestor
NCT01528501,digestive system diseases,mesh-ancestor
NCT01528501,gastrointestinal diseases,mesh-ancestor
NCT01528501,stomach diseases,mesh-ancestor
NCT02384850,colorectal neoplasms,mesh-list
NCT02384850,intestinal neoplasms,mesh-ancestor
NCT02384850,gastrointestinal neoplasms,mesh-ancestor
NCT02384850,digestive system neoplasms,mesh-ancestor
NCT02384850,neoplasms by site,mesh-ancestor
NCT02384850,neoplasms,mesh-ancestor
NCT02384850,digestive system diseases,mesh-ancestor
NCT02384850,gastrointestinal diseases,mesh-ancestor
NCT02384850,colonic diseases,mesh-ancestor
NCT02384850,intestinal diseases,mesh-ancestor
NCT02384850,rectal diseases,mesh-ancestor
NCT01143272,diarrhea,mesh-list
NCT01143272,"signs and symptoms, digestive",mesh-ancestor
NCT01531764,breast neoplasms,mesh-list
NCT01531764,neoplasms by site,mesh-ancestor
NCT01531764,neoplasms,mesh-ancestor
NCT01531764,breast diseases,mesh-ancestor
NCT01531764,skin diseases,mesh-ancestor
NCT00368121,multiple myeloma,mesh-list
NCT00368121,"neoplasms, plasma cell",mesh-list
NCT00368121,neoplasms by histologic type,mesh-ancestor
NCT00368121,neoplasms,mesh-ancestor
NCT00368121,hemostatic disorders,mesh-ancestor
NCT00368121,vascular diseases,mesh-ancestor
NCT00368121,cardiovascular diseases,mesh-ancestor
NCT00368121,paraproteinemias,mesh-ancestor
NCT00368121,blood protein disorders,mesh-ancestor
NCT00368121,hematologic diseases,mesh-ancestor
NCT00368121,hemorrhagic disorders,mesh-ancestor
NCT00368121,lymphoproliferative disorders,mesh-ancestor
NCT00368121,immunoproliferative disorders,mesh-ancestor
NCT00368121,immune system diseases,mesh-ancestor
NCT01534455,breast neoplasms,mesh-list
NCT01534455,neoplasms by site,mesh-ancestor
NCT01534455,neoplasms,mesh-ancestor
NCT02340299,respiratory distress syndrome,mesh-list
NCT02340299,"respiratory distress syndrome, newborn",mesh-list
NCT02340299,respiratory tract diseases,mesh-list
NCT02340299,lung diseases,mesh-ancestor
NCT02340299,"infant, premature, diseases",mesh-ancestor
NCT02340299,"infant, newborn, diseases",mesh-ancestor
NCT01370863,esophageal diseases,mesh-ancestor
NCT01370863,gastrointestinal diseases,mesh-ancestor
NCT01370863,digestive system diseases,mesh-ancestor
NCT01458015,neuralgia,mesh-list
NCT01458015,peripheral nervous system diseases,mesh-list
NCT01458015,neuromuscular diseases,mesh-ancestor
NCT01458015,nervous system diseases,mesh-ancestor
NCT01458015,neurologic manifestations,mesh-ancestor
NCT02424552,bronchial diseases,mesh-ancestor
NCT02424552,respiratory tract diseases,mesh-ancestor
NCT02424552,"lung diseases, obstructive",mesh-ancestor
NCT02424552,lung diseases,mesh-ancestor
NCT02424552,respiratory hypersensitivity,mesh-ancestor
NCT02424552,"hypersensitivity, immediate",mesh-ancestor
NCT02424552,hypersensitivity,mesh-ancestor
NCT02424552,immune system diseases,mesh-ancestor
NCT01546688,seizures,mesh-list
NCT01546688,nervous system diseases,mesh-ancestor
NCT01546688,neurologic manifestations,mesh-ancestor
NCT01540344,colorectal neoplasms,mesh-list
NCT01540344,carcinoma,mesh-list
NCT01540344,peritoneal neoplasms,mesh-list
NCT01540344,peritoneal diseases,mesh-ancestor
NCT01650805,leukemia,mesh-list
NCT01650805,"leukemia, myeloid",mesh-list
NCT01650805,"leukemia, myelogenous, chronic, bcr-abl positive",mesh-list
NCT01650805,neoplasms by histologic type,mesh-ancestor
NCT01650805,neoplasms,mesh-ancestor
NCT01650805,myeloproliferative disorders,mesh-ancestor
NCT01650805,bone marrow diseases,mesh-ancestor
NCT01650805,hematologic diseases,mesh-ancestor
NCT01397149,leukemia,mesh-list
NCT01683864,stomach neoplasms,mesh-list
NCT01683864,carcinoma,mesh-list
NCT01683864,peritoneal neoplasms,mesh-list
NCT01683864,gastrointestinal neoplasms,mesh-ancestor
NCT01683864,digestive system neoplasms,mesh-ancestor
NCT01683864,neoplasms by site,mesh-ancestor
NCT01683864,neoplasms,mesh-ancestor
NCT01683864,digestive system diseases,mesh-ancestor
NCT01683864,gastrointestinal diseases,mesh-ancestor
NCT01683864,stomach diseases,mesh-ancestor
NCT01683864,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01683864,neoplasms by histologic type,mesh-ancestor
NCT01683864,abdominal neoplasms,mesh-ancestor
NCT01683864,peritoneal diseases,mesh-ancestor
NCT02150473,arthritis,mesh-list
NCT02150473,"arthritis, rheumatoid",mesh-list
NCT02150473,joint diseases,mesh-ancestor
NCT02150473,musculoskeletal diseases,mesh-ancestor
NCT02150473,rheumatic diseases,mesh-ancestor
NCT02150473,connective tissue diseases,mesh-ancestor
NCT02150473,autoimmune diseases,mesh-ancestor
NCT02150473,immune system diseases,mesh-ancestor
NCT01853384,varicose ulcer,mesh-list
NCT01853384,leg ulcer,mesh-list
NCT01853384,pathologic processes,mesh-ancestor
NCT01853384,skin ulcer,mesh-ancestor
NCT01853384,skin diseases,mesh-ancestor
NCT01853384,varicose veins,mesh-ancestor
NCT01853384,vascular diseases,mesh-ancestor
NCT01853384,cardiovascular diseases,mesh-ancestor
NCT00457951,lung diseases,mesh-list
NCT00457951,"lung diseases, obstructive",mesh-list
NCT00457951,"pulmonary disease, chronic obstructive",mesh-list
NCT00457951,respiratory tract diseases,mesh-ancestor
NCT00832507,vascular diseases,mesh-ancestor
NCT00832507,cardiovascular diseases,mesh-ancestor
NCT00832507,"hypertension, pulmonary",mesh-ancestor
NCT00832507,lung diseases,mesh-ancestor
NCT00832507,respiratory tract diseases,mesh-ancestor
NCT02185703,migraine disorders,mesh-list
NCT02185703,"headache disorders, primary",mesh-ancestor
NCT02185703,headache disorders,mesh-ancestor
NCT02185703,brain diseases,mesh-ancestor
NCT02185703,central nervous system diseases,mesh-ancestor
NCT02185703,nervous system diseases,mesh-ancestor
NCT02207309,"neoplasms, connective and soft tissue",mesh-ancestor
NCT02207309,neoplasms by histologic type,mesh-ancestor
NCT02207309,neoplasms,mesh-ancestor
NCT00870155,neoplasm metastasis,mesh-list
NCT00870155,multiple sclerosis,mesh-list
NCT00870155,"multiple sclerosis, chronic progressive",mesh-list
NCT00870155,sclerosis,mesh-list
NCT00870155,pathologic processes,mesh-ancestor
NCT00870155,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT00870155,autoimmune diseases of the nervous system,mesh-ancestor
NCT00870155,nervous system diseases,mesh-ancestor
NCT00870155,demyelinating diseases,mesh-ancestor
NCT00870155,autoimmune diseases,mesh-ancestor
NCT00870155,immune system diseases,mesh-ancestor
NCT00870155,neoplastic processes,mesh-ancestor
NCT00870155,neoplasms,mesh-ancestor
NCT00765323,acromegaly,mesh-list
NCT00765323,"bone diseases, endocrine",mesh-ancestor
NCT00765323,bone diseases,mesh-ancestor
NCT00765323,musculoskeletal diseases,mesh-ancestor
NCT00765323,hyperpituitarism,mesh-ancestor
NCT00765323,pituitary diseases,mesh-ancestor
NCT00765323,hypothalamic diseases,mesh-ancestor
NCT00765323,brain diseases,mesh-ancestor
NCT00765323,central nervous system diseases,mesh-ancestor
NCT00765323,nervous system diseases,mesh-ancestor
NCT02380937,atrial flutter,mesh-list
NCT02380937,"arrhythmias, cardiac",mesh-ancestor
NCT02380937,heart diseases,mesh-ancestor
NCT02380937,cardiovascular diseases,mesh-ancestor
NCT02380937,pathologic processes,mesh-ancestor
NCT01037907,immune system diseases,mesh-ancestor
NCT01887041,jaundice,mesh-list
NCT01887041,digestive system neoplasms,mesh-ancestor
NCT01887041,neoplasms by site,mesh-ancestor
NCT01887041,neoplasms,mesh-ancestor
NCT01887041,endocrine gland neoplasms,mesh-ancestor
NCT01887041,digestive system diseases,mesh-ancestor
NCT01887041,pancreatic diseases,mesh-ancestor
NCT01887041,endocrine system diseases,mesh-ancestor
NCT01887041,hyperbilirubinemia,mesh-ancestor
NCT01887041,pathologic processes,mesh-ancestor
NCT01887041,skin manifestations,mesh-ancestor
NCT02039167,kidney diseases,mesh-list
NCT02039167,"renal insufficiency, chronic",mesh-list
NCT02039167,atrial fibrillation,mesh-list
NCT02039167,thrombosis,mesh-list
NCT02039167,hemostatic disorders,mesh-list
NCT02039167,blood coagulation disorders,mesh-list
NCT02039167,"arrhythmias, cardiac",mesh-ancestor
NCT02039167,heart diseases,mesh-ancestor
NCT02039167,cardiovascular diseases,mesh-ancestor
NCT02039167,pathologic processes,mesh-ancestor
NCT02039167,urologic diseases,mesh-ancestor
NCT02039167,embolism and thrombosis,mesh-ancestor
NCT02039167,vascular diseases,mesh-ancestor
NCT02039167,hematologic diseases,mesh-ancestor
NCT02039167,hemorrhagic disorders,mesh-ancestor
NCT00368264,nephritis,mesh-list
NCT00368264,lupus nephritis,mesh-list
NCT00368264,"lupus erythematosus, systemic",mesh-list
NCT00368264,connective tissue diseases,mesh-ancestor
NCT00368264,autoimmune diseases,mesh-ancestor
NCT00368264,immune system diseases,mesh-ancestor
NCT00368264,kidney diseases,mesh-ancestor
NCT00368264,urologic diseases,mesh-ancestor
NCT00368264,glomerulonephritis,mesh-ancestor
NCT00961142,lymphatic diseases,mesh-ancestor
NCT00961142,immunoproliferative disorders,mesh-ancestor
NCT00961142,immune system diseases,mesh-ancestor
NCT01403064,head and neck neoplasms,mesh-list
NCT01403064,mucositis,mesh-list
NCT01403064,stomatitis,mesh-list
NCT01403064,neoplasms by site,mesh-ancestor
NCT01403064,neoplasms,mesh-ancestor
NCT01403064,gastroenteritis,mesh-ancestor
NCT01403064,gastrointestinal diseases,mesh-ancestor
NCT01403064,digestive system diseases,mesh-ancestor
NCT01403064,mouth diseases,mesh-ancestor
NCT01403064,stomatognathic diseases,mesh-ancestor
NCT02475252,menorrhagia,mesh-list
NCT02475252,uterine hemorrhage,mesh-ancestor
NCT02475252,uterine diseases,mesh-ancestor
NCT02475252,hemorrhage,mesh-ancestor
NCT02475252,pathologic processes,mesh-ancestor
NCT02475252,menstruation disturbances,mesh-ancestor
NCT02641782,neuroblastoma,mesh-list
NCT02641782,"neuroectodermal tumors, primitive, peripheral",mesh-ancestor
NCT02641782,"neuroectodermal tumors, primitive",mesh-ancestor
NCT02641782,"neoplasms, neuroepithelial",mesh-ancestor
NCT02641782,neuroectodermal tumors,mesh-ancestor
NCT02641782,"neoplasms, germ cell and embryonal",mesh-ancestor
NCT02641782,neoplasms by histologic type,mesh-ancestor
NCT02641782,neoplasms,mesh-ancestor
NCT02641782,"neoplasms, glandular and epithelial",mesh-ancestor
NCT02641782,"neoplasms, nerve tissue",mesh-ancestor
NCT00708942,neoplasms,mesh-list
NCT00708942,carcinoma in situ,mesh-list
NCT00708942,cervical intraepithelial neoplasia,mesh-list
NCT00708942,carcinoma,mesh-ancestor
NCT00708942,"neoplasms, glandular and epithelial",mesh-ancestor
NCT00708942,neoplasms by histologic type,mesh-ancestor
NCT01370863,gastroesophageal reflux,mesh-list
NCT01370863,esophageal motility disorders,mesh-ancestor
NCT01370863,deglutition disorders,mesh-ancestor
NCT02077309,diabetes mellitus,mesh-list
NCT02077309,"diabetes mellitus, type 2",mesh-list
NCT02077309,inflammation,mesh-list
NCT02077309,glucose metabolism disorders,mesh-ancestor
NCT02077309,endocrine system diseases,mesh-ancestor
NCT02077309,pathologic processes,mesh-ancestor
NCT01389856,"hypertension, pulmonary",mesh-list
NCT01389856,persistent fetal circulation syndrome,mesh-list
NCT01389856,hypertension,mesh-list
NCT01389856,vascular diseases,mesh-ancestor
NCT01389856,cardiovascular diseases,mesh-ancestor
NCT01389856,lung diseases,mesh-ancestor
NCT01389856,respiratory tract diseases,mesh-ancestor
NCT01389856,"infant, newborn, diseases",mesh-ancestor
NCT01679405,neoplasm metastasis,mesh-list
NCT01679405,neoplasms,mesh-ancestor
NCT01679405,neoplastic processes,mesh-ancestor
NCT01679405,pathologic processes,mesh-ancestor
NCT02374567,disease,mesh-list
